chr12	15000000	15009999	1.0000
chr12	15010000	15019999	1.0000
chr12	15020000	15029999	1.0000
chr12	15030000	15039999	1.0000
chr12	15040000	15049999	1.0000
chr12	15050000	15059999	1.0000
chr12	15060000	15069999	1.0000
chr12	15070000	15079999	1.0000
chr12	15080000	15089999	1.0000
chr12	15090000	15099999	1.0000
chr12	15100000	15109999	1.0000
chr12	15110000	15119999	1.0000
chr12	15120000	15129999	1.0000
chr12	15130000	15139999	1.0000
chr12	15140000	15149999	1.0000
chr12	15150000	15159999	0.1000
chr12	15160000	15169999	0.1000
chr12	15170000	15179999	1.0000
chr12	15180000	15189999	1.0000
chr12	15190000	15199999	1.0000
chr12	15200000	15209999	1.0000
chr12	15210000	15219999	1.0000
chr12	15220000	15229999	1.0000
chr12	15230000	15239999	1.0000
chr12	15240000	15249999	1.0000
chr12	15250000	15259999	1.0000
chr12	15260000	15269999	1.0000
chr12	15270000	15279999	1.0000
chr12	15280000	15289999	1.0000
chr12	15290000	15299999	1.0000
chr12	15300000	15309999	1.0000
chr12	15310000	15319999	1.0000
chr12	15320000	15329999	1.0000
